 INFO  Accepting connections at http://localhost:4503
 HTTP  25/6/2026 1:32:55 pm ::1 GET /js/accordion.js
 HTTP  25/6/2026 1:32:55 pm ::1 GET /js/tabs.js
 HTTP  25/6/2026 1:32:55 pm ::1 GET /js/flip-card.js
 HTTP  25/6/2026 1:32:55 pm ::1 Returned 200 in 0 ms
 HTTP  25/6/2026 1:32:55 pm ::1 Returned 200 in 0 ms
 HTTP  25/6/2026 1:32:55 pm ::1 Returned 200 in 0 ms
 HTTP  25/6/2026 1:32:57 pm ::1 GET /modules/user-research.html
 HTTP  25/6/2026 1:32:57 pm ::1 Returned 301 in 1 ms
 HTTP  25/6/2026 1:32:57 pm ::1 GET /modules/user-research
 HTTP  25/6/2026 1:32:57 pm ::1 Returned 200 in 1 ms
 HTTP  25/6/2026 1:32:57 pm ::1 GET /css/base.css
 HTTP  25/6/2026 1:32:57 pm ::1 GET /css/animations.css
 HTTP  25/6/2026 1:32:57 pm ::1 GET /css/layout.css
 HTTP  25/6/2026 1:32:57 pm ::1 Returned 304 in 1 ms
 HTTP  25/6/2026 1:32:57 pm ::1 Returned 304 in 1 ms
 HTTP  25/6/2026 1:32:57 pm ::1 GET /css/components.css
 HTTP  25/6/2026 1:32:57 pm ::1 GET /css/colors.css
 HTTP  25/6/2026 1:32:57 pm ::1 GET /css/module-detail.css
 HTTP  25/6/2026 1:32:57 pm ::1 Returned 304 in 1 ms
 HTTP  25/6/2026 1:32:57 pm ::1 Returned 304 in 1 ms
 HTTP  25/6/2026 1:32:57 pm ::1 Returned 304 in 1 ms
 HTTP  25/6/2026 1:32:57 pm ::1 GET /js/nav.js
 HTTP  25/6/2026 1:32:57 pm ::1 Returned 304 in 1 ms
 HTTP  25/6/2026 1:32:57 pm ::1 GET /js/reveal.js
 HTTP  25/6/2026 1:32:57 pm ::1 Returned 304 in 0 ms
 HTTP  25/6/2026 1:32:57 pm ::1 Returned 304 in 1 ms
 HTTP  25/6/2026 1:32:57 pm ::1 GET /js/accordion.js
 HTTP  25/6/2026 1:32:57 pm ::1 GET /js/tabs.js
 HTTP  25/6/2026 1:32:57 pm ::1 GET /js/flip-card.js
 HTTP  25/6/2026 1:32:57 pm ::1 Returned 304 in 0 ms
 HTTP  25/6/2026 1:32:57 pm ::1 Returned 304 in 0 ms
 HTTP  25/6/2026 1:32:57 pm ::1 Returned 304 in 1 ms
